meeting_date,decided_rate,member,preferred_rate,skew,hawkish_dissents,dovish_dissents
2026-03-19,0.0375,Megan Greene,0.0375,0.0,0,0
2026-03-19,0.0375,Sarah Breeden,0.0375,0.0,0,0
2026-03-19,0.0375,Swati Dhingra,0.0375,0.0,0,0
2026-04-30,0.0375,Alan Taylor,0.0375,0.000278,1,0
2026-04-30,0.0375,Andrew Bailey,0.0375,0.000278,1,0
2026-04-30,0.0375,Catherine L Mann,0.0375,0.000278,1,0
2026-04-30,0.0375,Clare Lombardelli,0.0375,0.000278,1,0
2026-04-30,0.0375,Dave Ramsden,0.0375,0.000278,1,0
2026-04-30,0.0375,Huw Pill,0.04,0.000278,1,0
2026-04-30,0.0375,Megan Greene,0.0375,0.000278,1,0
2026-04-30,0.0375,Sarah Breeden,0.0375,0.000278,1,0
2026-04-30,0.0375,Swati Dhingra,0.0375,0.000278,1,0
2026-06-18,0.0375,Alan Taylor,0.0375,0.000556,2,0
2026-06-18,0.0375,Andrew Bailey,0.0375,0.000556,2,0
2026-06-18,0.0375,Catherine L Mann,0.0375,0.000556,2,0
2026-06-18,0.0375,Clare Lombardelli,0.0375,0.000556,2,0
2026-06-18,0.0375,Dave Ramsden,0.0375,0.000556,2,0
2026-06-18,0.0375,Huw Pill,0.04,0.000556,2,0
2026-06-18,0.0375,Megan Greene,0.04,0.000556,2,0
2026-06-18,0.0375,Sarah Breeden,0.0375,0.000556,2,0
2026-06-18,0.0375,Swati Dhingra,0.0375,0.000556,2,0
